species,size,fragrance,height_cm,petal_length,petal_width,sepal_length,sepal_width
shoeblack plant,large,none,122.31,6.1155,4.8924,85.617,36.693
shoeblack plant,large,none,55.6,2.78,2.224,38.92,16.68
hibiscus,large,none,114.9,5.745,4.596,80.43,34.47
hibiscus,large,none,111.05,5.5525,4.442,77.735,33.315
shoeblack plant,medium,none,128.58,6.429,5.1432,90.006,38.574
rose,small,mild,73.42,3.671,2.9368,51.394,22.026
rose,medium,mild,51.24,2.562,2.0496,35.868,15.372
shoeblack plant,medium,none,125.7,6.285,5.028,87.99,37.71
shoeblack plant,large,none,102.9,5.145,4.116,72.03,30.87
rose,medium,mild,47.59,2.3795,1.9036,33.313,14.277
hibiscus,large,none,134.91,6.7455,5.3964,94.437,40.473
rose,small,mild,54.63,2.7315,2.1852,38.241,16.389
shoeblack plant,medium,mild,98.8,4.94,3.952,69.16,29.64
rose,small,mild,54.17,2.7085,2.1668,37.919,16.251
hibiscus,large,none,141.4,7.07,5.656,98.98,42.42
rose,medium,mild,92.77,4.6385,3.7108,64.939,27.831
shoeblack plant,large,mild,112.31,5.6155,4.4924,78.617,33.693
rose,small,mild,55.12,2.756,2.2048,38.584,16.536
hibiscus,large,none,112.44,5.622,4.4976,78.708,33.732
rose,small,mild,75.57,3.7785,3.0228,52.899,22.671
rose,medium,strong,94.9,4.745,3.796,66.43,28.47
rose,medium,mild,73.88,3.694,2.9552,51.716,22.164
rose,medium,mild,73.44,3.672,2.9376,51.408,22.032
shoeblack plant,medium,mild,101.34,5.067,4.0536,70.938,30.402
shoeblack plant,large,mild,105.54,5.277,4.2216,73.878,31.662
rose,small,strong,57.17,2.8585,2.2868,40.019,17.151
hibiscus,large,none,184.61,9.2305,7.3844,129.227,55.383
hibiscus,large,none,121.45,6.0725,4.858,85.015,36.435
rose,small,strong,53.63,2.6815,2.1452,37.541,16.089
shoeblack plant,large,none,120.69,6.0345,4.8276,84.483,36.207
shoeblack plant,medium,none,115.8,5.79,4.632,81.06,34.74
rose,medium,mild,84.56,4.228,3.3824,59.192,25.368
hibiscus,large,none,188.57,9.4285,7.5428,131.999,56.571
shoeblack plant,large,none,93.67,4.6835,3.7468,65.569,28.101
rose,medium,mild,98.43,4.9215,3.9372,68.901,29.529
shoeblack plant,large,none,118.87,5.9435,4.7548,83.209,35.661
rose,small,mild,52.33,2.6165,2.0932,36.631,15.699
shoeblack plant,medium,none,69.64,3.482,2.7856,48.748,20.892
shoeblack plant,large,mild,136.11,6.8055,5.4444,95.277,40.833
rose,small,mild,66.19,3.3095,2.6476,46.333,19.857
hibiscus,large,none,176.47,8.8235,7.0588,123.529,52.941
shoeblack plant,medium,none,123.12,6.156,4.9248,86.184,36.936
rose,medium,strong,90.46,4.523,3.6184,63.322,27.138
shoeblack plant,large,none,56.77,2.8385,2.2708,39.739,17.031
hibiscus,large,none,197.58,9.879,7.9032,138.306,59.274
hibiscus,large,none,147.82,7.391,5.9128,103.474,44.346
rose,medium,strong,54.64,2.732,2.1856,38.248,16.392
hibiscus,large,none,105.49,5.2745,4.2196,73.843,31.647
rose,small,strong,84.67,4.2335,3.3868,59.269,25.401
rose,medium,strong,31.85,1.5925,1.274,22.295,9.555
shoeblack plant,large,mild,101.66,5.083,4.0664,71.162,30.498
hibiscus,large,none,195.36,9.768,7.8144,136.752,58.608
rose,small,strong,49.96,2.498,1.9984,34.972,14.988
rose,medium,mild,35.72,1.786,1.4288,25.004,10.716
shoeblack plant,medium,mild,66.34,3.317,2.6536,46.438,19.902
rose,small,mild,36.96,1.848,1.4784,25.872,11.088
shoeblack plant,large,mild,110.01,5.5005,4.4004,77.007,33.003
rose,small,mild,91.89,4.5945,3.6756,64.323,27.567
hibiscus,large,none,153.93,7.6965,6.1572,107.751,46.179
rose,medium,mild,73.51,3.6755,2.9404,51.457,22.053
rose,small,mild,88.05,4.4025,3.522,61.635,26.415
shoeblack plant,large,mild,110.19,5.5095,4.4076,77.133,33.057
hibiscus,large,none,179.11,8.9555,7.1644,125.377,53.733
hibiscus,large,none,119.75,5.9875,4.79,83.825,35.925
hibiscus,large,none,139.37,6.9685,5.5748,97.559,41.811
hibiscus,large,none,185.3,9.265,7.412,129.71,55.59
hibiscus,large,none,129.68,6.484,5.1872,90.776,38.904
hibiscus,large,none,148.15,7.4075,5.926,103.705,44.445
shoeblack plant,large,none,86.08,4.304,3.4432,60.256,25.824
rose,medium,mild,82.74,4.137,3.3096,57.918,24.822
rose,medium,strong,83.23,4.1615,3.3292,58.261,24.969
shoeblack plant,medium,none,75.26,3.763,3.0104,52.682,22.578
hibiscus,large,none,126.35,6.3175,5.054,88.445,37.905
rose,medium,strong,62.39,3.1195,2.4956,43.673,18.717
shoeblack plant,large,none,135.76,6.788,5.4304,95.032,40.728
hibiscus,large,none,159.97,7.9985,6.3988,111.979,47.991
rose,medium,mild,51.25,2.5625,2.05,35.875,15.375
hibiscus,large,none,110.79,5.5395,4.4316,77.553,33.237
shoeblack plant,large,mild,146.52,7.326,5.8608,102.564,43.956
shoeblack plant,medium,none,133.19,6.6595,5.3276,93.233,39.957
hibiscus,large,none,145.96,7.298,5.8384,102.172,43.788
shoeblack plant,medium,mild,90.13,4.5065,3.6052,63.091,27.039
hibiscus,large,none,132.56,6.628,5.3024,92.792,39.768
shoeblack plant,large,none,75.79,3.7895,3.0316,53.053,22.737
hibiscus,large,none,188.62,9.431,7.5448,132.034,56.586
rose,small,strong,65.88,3.294,2.6352,46.116,19.764
hibiscus,large,none,169.35,8.4675,6.774,118.545,50.805
shoeblack plant,large,mild,138.24,6.912,5.5296,96.768,41.472
shoeblack plant,medium,mild,99.08,4.954,3.9632,69.356,29.724
shoeblack plant,large,none,145.99,7.2995,5.8396,102.193,43.797
hibiscus,large,none,193.65,9.6825,7.746,135.555,58.095
hibiscus,large,none,199.37,9.9685,7.9748,139.559,59.811
shoeblack plant,large,mild,109.62,5.481,4.3848,76.734,32.886
rose,medium,strong,83.31,4.1655,3.3324,58.317,24.993
hibiscus,large,none,157.29,7.8645,6.2916,110.103,47.187
hibiscus,large,none,107.74,5.387,4.3096,75.418,32.322
hibiscus,large,none,110.48,5.524,4.4192,77.336,33.144
rose,medium,mild,97.51,4.8755,3.9004,68.257,29.253
hibiscus,large,none,174.05,8.7025,6.962,121.835,52.215
rose,medium,mild,87.69,4.3845,3.5076,61.383,26.307
rose,medium,strong,77.1,3.855,3.084,53.97,23.13
rose,medium,mild,88.31,4.4155,3.5324,61.817,26.493
hibiscus,large,none,112.89,5.6445,4.5156,79.023,33.867
shoeblack plant,medium,mild,138.71,6.9355,5.5484,97.097,41.613
shoeblack plant,medium,mild,109.99,5.4995,4.3996,76.993,32.997
shoeblack plant,medium,none,98,4.9,3.92,68.6,29.4
hibiscus,large,none,143.98,7.199,5.7592,100.786,43.194
hibiscus,large,none,131.53,6.5765,5.2612,92.071,39.459
rose,small,mild,43.26,2.163,1.7304,30.282,12.978
hibiscus,large,none,160.95,8.0475,6.438,112.665,48.285
hibiscus,large,none,121.29,6.0645,4.8516,84.903,36.387
rose,small,strong,97.51,4.8755,3.9004,68.257,29.253
rose,small,mild,54.77,2.7385,2.1908,38.339,16.431
shoeblack plant,medium,mild,82.48,4.124,3.2992,57.736,24.744
hibiscus,large,none,115.68,5.784,4.6272,80.976,34.704
rose,small,strong,92.97,4.6485,3.7188,65.079,27.891
rose,small,strong,68.84,3.442,2.7536,48.188,20.652
shoeblack plant,large,none,147.11,7.3555,5.8844,102.977,44.133
hibiscus,large,none,152.09,7.6045,6.0836,106.463,45.627
hibiscus,large,none,183.75,9.1875,7.35,128.625,55.125
shoeblack plant,large,none,113.98,5.699,4.5592,79.786,34.194
hibiscus,large,none,194.38,9.719,7.7752,136.066,58.314
hibiscus,large,none,100.48,5.024,4.0192,70.336,30.144
hibiscus,large,none,150.86,7.543,6.0344,105.602,45.258
shoeblack plant,large,mild,55.59,2.7795,2.2236,38.913,16.677
shoeblack plant,medium,mild,128.22,6.411,5.1288,89.754,38.466
shoeblack plant,large,none,143.68,7.184,5.7472,100.576,43.104
shoeblack plant,large,mild,118.06,5.903,4.7224,82.642,35.418
shoeblack plant,large,mild,106.37,5.3185,4.2548,74.459,31.911
rose,small,mild,54.1,2.705,2.164,37.87,16.23
rose,small,strong,61.18,3.059,2.4472,42.826,18.354
hibiscus,large,none,152.64,7.632,6.1056,106.848,45.792
shoeblack plant,large,mild,73.93,3.6965,2.9572,51.751,22.179
shoeblack plant,large,mild,116.48,5.824,4.6592,81.536,34.944
shoeblack plant,medium,none,121.35,6.0675,4.854,84.945,36.405
hibiscus,large,none,146.04,7.302,5.8416,102.228,43.812
hibiscus,large,none,197.04,9.852,7.8816,137.928,59.112
hibiscus,large,none,113.62,5.681,4.5448,79.534,34.086
rose,medium,mild,32.66,1.633,1.3064,22.862,9.798
hibiscus,large,none,155.3,7.765,6.212,108.71,46.59
rose,small,strong,30.22,1.511,1.2088,21.154,9.066
shoeblack plant,medium,none,107.41,5.3705,4.2964,75.187,32.223
shoeblack plant,large,mild,147.28,7.364,5.8912,103.096,44.184
shoeblack plant,large,mild,149,7.45,5.96,104.3,44.7
rose,medium,strong,81.05,4.0525,3.242,56.735,24.315
shoeblack plant,medium,mild,148.13,7.4065,5.9252,103.691,44.439
shoeblack plant,large,none,113.86,5.693,4.5544,79.702,34.158
hibiscus,large,none,140.7,7.035,5.628,98.49,42.21
hibiscus,large,none,127.74,6.387,5.1096,89.418,38.322
hibiscus,large,none,130.73,6.5365,5.2292,91.511,39.219
shoeblack plant,large,mild,81.36,4.068,3.2544,56.952,24.408
shoeblack plant,large,mild,140.34,7.017,5.6136,98.238,42.102
hibiscus,large,none,163.37,8.1685,6.5348,114.359,49.011
rose,medium,mild,31.11,1.5555,1.2444,21.777,9.333
shoeblack plant,large,none,58.18,2.909,2.3272,40.726,17.454
shoeblack plant,medium,none,56.16,2.808,2.2464,39.312,16.848
hibiscus,large,none,177.44,8.872,7.0976,124.208,53.232
shoeblack plant,medium,none,101.56,5.078,4.0624,71.092,30.468
hibiscus,large,none,111.77,5.5885,4.4708,78.239,33.531
rose,medium,strong,43.67,2.1835,1.7468,30.569,13.101
hibiscus,large,none,161.13,8.0565,6.4452,112.791,48.339
rose,small,strong,44.1,2.205,1.764,30.87,13.23
shoeblack plant,medium,none,137.78,6.889,5.5112,96.446,41.334
hibiscus,large,none,189.42,9.471,7.5768,132.594,56.826
hibiscus,large,none,168.65,8.4325,6.746,118.055,50.595
shoeblack plant,large,mild,54.88,2.744,2.1952,38.416,16.464
rose,small,strong,50.68,2.534,2.0272,35.476,15.204
shoeblack plant,large,mild,140.37,7.0185,5.6148,98.259,42.111
shoeblack plant,medium,none,99.1,4.955,3.964,69.37,29.73
shoeblack plant,large,mild,126.79,6.3395,5.0716,88.753,38.037
rose,medium,strong,97.18,4.859,3.8872,68.026,29.154
rose,small,strong,45.36,2.268,1.8144,31.752,13.608
rose,medium,strong,54.21,2.7105,2.1684,37.947,16.263
rose,medium,mild,78.18,3.909,3.1272,54.726,23.454
hibiscus,large,none,146.35,7.3175,5.854,102.445,43.905
rose,medium,mild,44.27,2.2135,1.7708,30.989,13.281
shoeblack plant,large,none,76.92,3.846,3.0768,53.844,23.076
hibiscus,large,none,195.52,9.776,7.8208,136.864,58.656
hibiscus,large,none,105.05,5.2525,4.202,73.535,31.515
shoeblack plant,large,none,70.29,3.5145,2.8116,49.203,21.087
rose,medium,strong,87.93,4.3965,3.5172,61.551,26.379
rose,medium,strong,46.64,2.332,1.8656,32.648,13.992
shoeblack plant,large,mild,103.12,5.156,4.1248,72.184,30.936
rose,small,mild,46.27,2.3135,1.8508,32.389,13.881
hibiscus,large,none,182.44,9.122,7.2976,127.708,54.732
hibiscus,large,none,120.34,6.017,4.8136,84.238,36.102
shoeblack plant,large,mild,66.71,3.3355,2.6684,46.697,20.013
shoeblack plant,large,none,104.35,5.2175,4.174,73.045,31.305
rose,small,strong,58.11,2.9055,2.3244,40.677,17.433
rose,small,strong,89.42,4.471,3.5768,62.594,26.826
shoeblack plant,medium,mild,123.72,6.186,4.9488,86.604,37.116
rose,medium,mild,49.26,2.463,1.9704,34.482,14.778
hibiscus,large,none,141.71,7.0855,5.6684,99.197,42.513
hibiscus,large,none,175.85,8.7925,7.034,123.095,52.755
shoeblack plant,medium,none,149.07,7.4535,5.9628,104.349,44.721
hibiscus,large,none,129.55,6.4775,5.182,90.685,38.865
shoeblack plant,medium,mild,117.63,5.8815,4.7052,82.341,35.289
shoeblack plant,medium,none,60.29,3.0145,2.4116,42.203,18.087
shoeblack plant,large,none,93.02,4.651,3.7208,65.114,27.906
hibiscus,large,none,175.44,8.772,7.0176,122.808,52.632
hibiscus,large,none,130.71,6.5355,5.2284,91.497,39.213
hibiscus,large,none,174.56,8.728,6.9824,122.192,52.368
shoeblack plant,medium,mild,132.65,6.6325,5.306,92.855,39.795
hibiscus,large,none,155.28,7.764,6.2112,108.696,46.584
shoeblack plant,large,mild,74.4,3.72,2.976,52.08,22.32
hibiscus,large,none,108.57,5.4285,4.3428,75.999,32.571
rose,medium,mild,77.7,3.885,3.108,54.39,23.31
hibiscus,large,none,156.73,7.8365,6.2692,109.711,47.019
rose,medium,mild,93.6,4.68,3.744,65.52,28.08
shoeblack plant,large,none,85.21,4.2605,3.4084,59.647,25.563
shoeblack plant,medium,mild,59.92,2.996,2.3968,41.944,17.976
rose,small,mild,91.42,4.571,3.6568,63.994,27.426
hibiscus,large,none,135.64,6.782,5.4256,94.948,40.692
hibiscus,large,none,173.77,8.6885,6.9508,121.639,52.131
hibiscus,large,none,103.95,5.1975,4.158,72.765,31.185
shoeblack plant,medium,none,133.54,6.677,5.3416,93.478,40.062
shoeblack plant,medium,none,70.85,3.5425,2.834,49.595,21.255
shoeblack plant,medium,mild,70.13,3.5065,2.8052,49.091,21.039
shoeblack plant,medium,none,110.53,5.5265,4.4212,77.371,33.159
shoeblack plant,large,none,141.2,7.06,5.648,98.84,42.36
hibiscus,large,none,195.01,9.7505,7.8004,136.507,58.503
rose,small,mild,44.08,2.204,1.7632,30.856,13.224
shoeblack plant,medium,mild,100.41,5.0205,4.0164,70.287,30.123
shoeblack plant,medium,none,84.71,4.2355,3.3884,59.297,25.413
hibiscus,large,none,121.7,6.085,4.868,85.19,36.51
shoeblack plant,large,mild,53.32,2.666,2.1328,37.324,15.996
shoeblack plant,medium,none,142.6,7.13,5.704,99.82,42.78
shoeblack plant,medium,none,135.79,6.7895,5.4316,95.053,40.737
rose,medium,strong,58.24,2.912,2.3296,40.768,17.472
hibiscus,large,none,102.16,5.108,4.0864,71.512,30.648
rose,medium,strong,56.02,2.801,2.2408,39.214,16.806
shoeblack plant,medium,none,87.85,4.3925,3.514,61.495,26.355
rose,medium,strong,80.23,4.0115,3.2092,56.161,24.069
hibiscus,large,none,199.07,9.9535,7.9628,139.349,59.721
shoeblack plant,large,none,95.49,4.7745,3.8196,66.843,28.647
shoeblack plant,large,mild,141.7,7.085,5.668,99.19,42.51
shoeblack plant,large,none,146.42,7.321,5.8568,102.494,43.926
shoeblack plant,large,none,61.18,3.059,2.4472,42.826,18.354
hibiscus,large,none,134.29,6.7145,5.3716,94.003,40.287
rose,medium,mild,93.07,4.6535,3.7228,65.149,27.921
shoeblack plant,medium,mild,143.58,7.179,5.7432,100.506,43.074
rose,small,strong,53.85,2.6925,2.154,37.695,16.155
hibiscus,large,none,128.37,6.4185,5.1348,89.859,38.511
hibiscus,large,none,162.93,8.1465,6.5172,114.051,48.879
shoeblack plant,large,none,83.17,4.1585,3.3268,58.219,24.951
rose,medium,mild,45.62,2.281,1.8248,31.934,13.686
shoeblack plant,large,none,113.97,5.6985,4.5588,79.779,34.191
rose,medium,mild,44.23,2.2115,1.7692,30.961,13.269
hibiscus,large,none,161.31,8.0655,6.4524,112.917,48.393
rose,small,strong,85.58,4.279,3.4232,59.906,25.674
rose,small,mild,44.62,2.231,1.7848,31.234,13.386
rose,small,strong,61.74,3.087,2.4696,43.218,18.522
hibiscus,large,none,147.96,7.398,5.9184,103.572,44.388
hibiscus,large,none,151.54,7.577,6.0616,106.078,45.462
shoeblack plant,large,none,100.99,5.0495,4.0396,70.693,30.297
shoeblack plant,large,none,76.22,3.811,3.0488,53.354,22.866
hibiscus,large,none,151.22,7.561,6.0488,105.854,45.366
shoeblack plant,medium,none,52.42,2.621,2.0968,36.694,15.726
rose,medium,mild,60.8,3.04,2.432,42.56,18.24
shoeblack plant,large,none,98.51,4.9255,3.9404,68.957,29.553
shoeblack plant,large,mild,60.83,3.0415,2.4332,42.581,18.249
hibiscus,large,none,129.3,6.465,5.172,90.51,38.79
shoeblack plant,large,mild,98.84,4.942,3.9536,69.188,29.652
rose,medium,mild,70.51,3.5255,2.8204,49.357,21.153
hibiscus,large,none,115.93,5.7965,4.6372,81.151,34.779
rose,small,strong,82.78,4.139,3.3112,57.946,24.834
shoeblack plant,medium,none,109.38,5.469,4.3752,76.566,32.814
shoeblack plant,large,mild,109.91,5.4955,4.3964,76.937,32.973
shoeblack plant,medium,none,84.43,4.2215,3.3772,59.101,25.329
hibiscus,large,none,176.27,8.8135,7.0508,123.389,52.881
rose,small,strong,40.51,2.0255,1.6204,28.357,12.153
hibiscus,large,none,198.42,9.921,7.9368,138.894,59.526
rose,small,strong,55.08,2.754,2.2032,38.556,16.524
rose,small,strong,36.66,1.833,1.4664,25.662,10.998
rose,small,mild,67.07,3.3535,2.6828,46.949,20.121
shoeblack plant,large,none,146.54,7.327,5.8616,102.578,43.962
hibiscus,large,none,113.42,5.671,4.5368,79.394,34.026
rose,small,strong,69.43,3.4715,2.7772,48.601,20.829
rose,small,mild,55.82,2.791,2.2328,39.074,16.746
hibiscus,large,none,117.1,5.855,4.684,81.97,35.13
rose,medium,strong,72.41,3.6205,2.8964,50.687,21.723
hibiscus,large,none,154.71,7.7355,6.1884,108.297,46.413
hibiscus,large,none,102.57,5.1285,4.1028,71.799,30.771
rose,medium,strong,84.74,4.237,3.3896,59.318,25.422
shoeblack plant,large,none,67.5,3.375,2.7,47.25,20.25
hibiscus,large,none,197.6,9.88,7.904,138.32,59.28
rose,small,strong,86.84,4.342,3.4736,60.788,26.052
hibiscus,large,none,121.08,6.054,4.8432,84.756,36.324
shoeblack plant,large,none,133.86,6.693,5.3544,93.702,40.158
hibiscus,large,none,112.12,5.606,4.4848,78.484,33.636
rose,small,mild,38.54,1.927,1.5416,26.978,11.562
shoeblack plant,large,mild,81.18,4.059,3.2472,56.826,24.354
shoeblack plant,medium,mild,59.48,2.974,2.3792,41.636,17.844
shoeblack plant,medium,mild,69.11,3.4555,2.7644,48.377,20.733
hibiscus,large,none,113.83,5.6915,4.5532,79.681,34.149
hibiscus,large,none,125.84,6.292,5.0336,88.088,37.752
rose,small,mild,96.89,4.8445,3.8756,67.823,29.067
hibiscus,large,none,127.79,6.3895,5.1116,89.453,38.337
hibiscus,large,none,161.82,8.091,6.4728,113.274,48.546
rose,small,strong,46.54,2.327,1.8616,32.578,13.962
hibiscus,large,none,130.64,6.532,5.2256,91.448,39.192
shoeblack plant,medium,none,133.17,6.6585,5.3268,93.219,39.951
hibiscus,large,none,150.66,7.533,6.0264,105.462,45.198
rose,small,mild,62.87,3.1435,2.5148,44.009,18.861
shoeblack plant,large,mild,70.89,3.5445,2.8356,49.623,21.267
shoeblack plant,medium,mild,78.81,3.9405,3.1524,55.167,23.643
rose,small,strong,49.09,2.4545,1.9636,34.363,14.727
rose,medium,strong,50.74,2.537,2.0296,35.518,15.222
rose,small,strong,57.24,2.862,2.2896,40.068,17.172
hibiscus,large,none,197.88,9.894,7.9152,138.516,59.364
shoeblack plant,large,none,142.11,7.1055,5.6844,99.477,42.633
rose,small,mild,45.3,2.265,1.812,31.71,13.59
rose,small,mild,75.43,3.7715,3.0172,52.801,22.629
rose,medium,strong,79.42,3.971,3.1768,55.594,23.826
shoeblack plant,medium,mild,98.22,4.911,3.9288,68.754,29.466
rose,medium,strong,55.12,2.756,2.2048,38.584,16.536
shoeblack plant,large,mild,86.78,4.339,3.4712,60.746,26.034
hibiscus,large,none,164.17,8.2085,6.5668,114.919,49.251
rose,medium,strong,72.21,3.6105,2.8884,50.547,21.663
rose,small,mild,94,4.7,3.76,65.8,28.2
shoeblack plant,medium,mild,145.25,7.2625,5.81,101.675,43.575
hibiscus,large,none,116.42,5.821,4.6568,81.494,34.926
hibiscus,large,none,100.08,5.004,4.0032,70.056,30.024
rose,small,mild,85.51,4.2755,3.4204,59.857,25.653
hibiscus,large,none,176.51,8.8255,7.0604,123.557,52.953
hibiscus,large,none,151.73,7.5865,6.0692,106.211,45.519
hibiscus,large,none,130.5,6.525,5.22,91.35,39.15
hibiscus,large,none,125.48,6.274,5.0192,87.836,37.644
rose,small,strong,77.29,3.8645,3.0916,54.103,23.187
hibiscus,large,none,183.05,9.1525,7.322,128.135,54.915
hibiscus,large,none,144.42,7.221,5.7768,101.094,43.326
hibiscus,large,none,133.13,6.6565,5.3252,93.191,39.939
shoeblack plant,medium,mild,107.63,5.3815,4.3052,75.341,32.289
rose,small,mild,50.62,2.531,2.0248,35.434,15.186
rose,medium,strong,56.45,2.8225,2.258,39.515,16.935
rose,medium,strong,32.27,1.6135,1.2908,22.589,9.681
shoeblack plant,large,none,92.28,4.614,3.6912,64.596,27.684
hibiscus,large,none,138.19,6.9095,5.5276,96.733,41.457
rose,small,strong,84.44,4.222,3.3776,59.108,25.332
hibiscus,large,none,174.18,8.709,6.9672,121.926,52.254
hibiscus,large,none,170.89,8.5445,6.8356,119.623,51.267
shoeblack plant,medium,mild,101.78,5.089,4.0712,71.246,30.534
rose,medium,mild,45.15,2.2575,1.806,31.605,13.545
shoeblack plant,medium,mild,133.71,6.6855,5.3484,93.597,40.113
shoeblack plant,large,none,143.94,7.197,5.7576,100.758,43.182
hibiscus,large,none,147.7,7.385,5.908,103.39,44.31
rose,medium,mild,31.17,1.5585,1.2468,21.819,9.351
rose,small,strong,98.93,4.9465,3.9572,69.251,29.679
shoeblack plant,medium,mild,76.78,3.839,3.0712,53.746,23.034
hibiscus,large,none,139.48,6.974,5.5792,97.636,41.844
rose,medium,mild,79.46,3.973,3.1784,55.622,23.838
shoeblack plant,large,none,136.82,6.841,5.4728,95.774,41.046
shoeblack plant,medium,none,138.74,6.937,5.5496,97.118,41.622
shoeblack plant,large,mild,112.76,5.638,4.5104,78.932,33.828
hibiscus,large,none,170.93,8.5465,6.8372,119.651,51.279
rose,medium,strong,38.34,1.917,1.5336,26.838,11.502
rose,medium,strong,83.52,4.176,3.3408,58.464,25.056
hibiscus,large,none,173.2,8.66,6.928,121.24,51.96
hibiscus,large,none,134.96,6.748,5.3984,94.472,40.488
hibiscus,large,none,164.64,8.232,6.5856,115.248,49.392
hibiscus,large,none,115.56,5.778,4.6224,80.892,34.668
hibiscus,large,none,112.04,5.602,4.4816,78.428,33.612
